transaction_id,created_ts,sender_user_id,receiver_user_id,amount,currency,status,channel
txn_31d5270b216d4621,2026-01-22T00:23:58Z,2228aac5-08bc-4b6a-ad24-605ef1fa960b,e6406f79-7bd8-41f0-9d28-e7e2e7a0f302,46.05,GBP,succeeded,p2p_send
txn_5f8b0a6e11814451,2026-01-21T21:05:11Z,d52b6c30-01d2-43e5-a90b-a785ed37cc67,3fa37442-19fb-491d-9373-a1e1b71fe8c7,40.31,GBP,succeeded,p2p_send
txn_c3eab027214945b2,2026-01-30T19:48:21Z,793fa92c-fbb3-41d5-abde-813718d1631a,51509c21-ea35-4b1b-9de0-136b4630513f,68.14,USD,succeeded,p2p_qr
txn_202e3493ae7a4678,2026-01-17T03:59:26Z,f35cc72a-1137-4af9-8f7f-5f8e36370546,87455390-4075-497f-9652-216dd559054d,28.61,GBP,succeeded,p2p_send
txn_648cafd550f94dde,2026-01-06T09:37:06Z,f748ed20-e94e-4350-984f-e874e614bea5,f22edf9c-87c3-4d65-b75d-e64f9d62bba5,278.45,GBP,reversed,p2p_send
txn_525b431b3b7046f7,2026-01-26T04:44:32Z,478b7e6d-a340-4ca0-a40b-330f44f7aab9,d0e6e872-e26d-4629-99db-61a2844e0ac4,11.13,GBP,succeeded,p2p_request
txn_6213d1c7f99a4bab,2026-01-29T07:52:55Z,77509913-04b7-40e6-bcef-8db88649ed4a,3e973fd3-df10-4e68-9c16-ca12120d711c,16.46,EUR,succeeded,p2p_request
txn_9f8b389fae394154,2026-01-19T12:31:57Z,c0d95be5-10eb-4291-a4c6-9ee9f2256217,70c6700b-88ee-4ae7-94a2-c1d69cf0c758,21.21,EUR,succeeded,p2p_send
txn_f7c6f1a72d1e4e0f,2026-01-14T18:44:50Z,4073db7f-0149-446e-a18a-bbeb797b17f2,01750575-1484-4bd5-8575-e4557cad53e8,7.66,GBP,succeeded,p2p_send
txn_33db41aa633d46ec,2026-01-17T17:21:14Z,323dcda9-93dc-49cc-9908-19eafc0b883a,22eeb35b-daf9-4794-a2d6-50d9c5eeee4f,48.51,USD,failed,p2p_send
txn_808faa06978242b7,2026-01-07T15:08:37Z,f83c1b04-3702-4f01-8d1e-ad8af50b0912,bd6be232-ccc0-4bca-885b-4215c3adc2da,43.71,EUR,succeeded,p2p_request
txn_b6c8074fcdc24935,2026-01-28T11:10:10Z,269dba9c-bf1f-4c6f-b6e5-31be2483b4e4,d060d416-f014-463d-a103-4f5ff66d095f,22.52,GBP,succeeded,p2p_send
txn_e62e96e925274089,2026-01-30T16:34:24Z,7da72252-1ca3-4e68-a463-8562d38b0e67,f056d625-15eb-41e3-afdc-f592bf6b37f9,14.87,GBP,succeeded,p2p_send
txn_8222ab18281b470d,2026-01-30T09:32:21Z,ab019cd6-aab3-4c98-8647-86985a4c146c,1b95b292-56d4-4450-9b80-bd58ff2c6c0f,7.23,EUR,succeeded,p2p_send
txn_90fec0d609e94a64,2026-01-21T12:17:25Z,e0b17a7f-c0a3-4abc-87e9-40beded83ead,6c44820a-a74d-4b6d-ae5b-2a65e30cc5de,12.28,EUR,succeeded,p2p_send
txn_829764f3c0494193,2026-01-11T21:14:49Z,e730ef2e-fc70-4c91-8af3-3700e6a54c83,0b7dc84e-56be-484d-9ad4-a4065bc0515e,38.78,USD,succeeded,p2p_qr
txn_1783827282e34c0f,2026-01-10T16:57:06Z,7f63d574-8d6b-44de-abf9-de9855df83af,7979ca30-7da9-4169-8a38-84e778afa9e9,18.93,EUR,succeeded,p2p_send
txn_04e6b44e024a4c74,2026-01-28T14:23:31Z,e503571e-d9a0-4349-a392-60924e115fcd,004da792-5f1c-4508-839d-31326f53a249,16.12,GBP,succeeded,p2p_send
txn_1f6250ed67bd4a46,2026-01-28T14:19:30Z,aff2604e-e22d-4d55-8d45-e2983fd8cc1e,2b00aa14-b63b-4dfb-afb7-1a1666f44948,32.33,EUR,succeeded,p2p_send
txn_15c6f59cb1a54f28,2026-01-20T11:31:41Z,4af34b2f-7c11-40e9-9f6d-cd66a75702e4,0a2696dc-4ff2-486e-b739-d5f810638c0e,52.91,EUR,succeeded,p2p_send
txn_39d893886fee4b7e,2026-01-31T06:47:30Z,9af56159-cc2b-4558-a3c7-c88b6dea0321,f2d7c32a-7d0d-4e9e-b2cf-6636e7590ed2,26.92,EUR,succeeded,p2p_qr
txn_b30df837dafc4f3b,2026-01-11T14:56:25Z,a7f91a8b-886a-46cc-8f2c-9ac163334880,263b0a15-b4a6-4d84-afbd-53557ca440b3,28.1,GBP,succeeded,p2p_send
txn_8a90df6a99244263,2026-01-30T05:14:58Z,4763f428-0542-4f38-9a51-b73e852671ee,0a0ae5fe-508a-4b97-9b9a-4882aee76cb7,62.11,USD,succeeded,p2p_request
txn_0ecbe20228e04e9b,2026-01-15T16:37:14Z,ea939769-8217-4289-92de-58a1ed5a6ed6,15c28ad2-a191-44c8-ba74-a85babbb8e94,25.32,GBP,succeeded,p2p_send
txn_287bbcce46104cd1,2026-01-24T08:32:31Z,d3ab6ac9-c5c2-4f00-8c05-1db4ccf2c79d,78749a6e-0753-4ec8-a285-fb5ab17ddc35,17.6,USD,succeeded,p2p_send
txn_d461fd2cff964e40,2026-01-23T11:55:47Z,78641d97-64ed-43e5-803b-587aab4aa072,b53aada7-0c54-4e31-846b-4112519b4315,36.78,GBP,succeeded,p2p_send
txn_2598b60a9598453e,2026-01-06T01:18:49Z,8de48f51-3240-4329-9d91-5f660e6670a6,0e348525-03dc-4f17-a52d-58de24c52d28,18.31,EUR,succeeded,p2p_send
txn_7df091b1b5774f2f,2026-01-21T23:04:09Z,e66f7ab9-f0db-4d72-8393-75d4395a6150,61d00a41-5324-4b2e-ae4f-6a8f357404fb,16.85,EUR,succeeded,p2p_request
txn_a93e6bf19b114f40,2026-01-24T14:20:55Z,aca23087-3f72-47a4-9c68-4ee8eecb0c2b,215d186b-2dda-401f-9bb9-facfbcde4150,57.7,GBP,succeeded,p2p_qr
txn_666cf13a74f34706,2026-01-18T16:52:55Z,f6be78ba-df74-45b7-9b0f-33615d50e9c3,381efa32-4788-4960-be4c-b7b4a21edef4,17.83,GBP,succeeded,p2p_send
txn_ea1d95f6217c4494,2026-01-17T20:00:34Z,0552796c-b048-455a-b911-05e36f1c4f46,16883ec8-1708-4611-876a-4a3a55704df3,3.03,GBP,succeeded,p2p_send
txn_d487a3d4edbf47b3,2026-01-29T12:40:19Z,48c2ec74-96dc-444a-9147-cede2a6295ef,b19e45db-5f21-4dfc-9739-acdecbed3da5,28.76,EUR,succeeded,p2p_send
txn_21970704a8e64f15,2026-01-19T22:48:55Z,ec6576a8-8a88-4a79-90ab-c6ff14208189,3b2631d4-f380-42f1-9303-b9e17af61a39,16.5,EUR,succeeded,p2p_send
txn_f27af3e4d8d8418b,2026-01-31T04:29:55Z,c3088727-9c7d-4cf1-9ec2-477c9feda513,659edec7-d1d1-4fd1-b05e-0d59af6c3f29,17.87,GBP,succeeded,p2p_send
txn_aa481416098c477e,2026-01-21T04:39:24Z,9320aa72-c378-4a30-8a0f-da25837dc404,2c222092-6110-4cda-9c47-afcc0d7a586c,31.18,EUR,succeeded,p2p_send
txn_cd7e95a1b33f405a,2026-01-08T16:47:19Z,9e9e05b7-7c71-47ab-a7c9-783d0966d54c,035aff40-14a2-4979-a612-e3732b0c4b12,19.6,GBP,succeeded,p2p_send
txn_820248b53a934f08,2026-01-28T06:45:21Z,7d166513-a448-46ac-8164-b594ac70f5fd,a4c9df8d-3a8b-46b9-bfd0-3319430945d9,26.08,GBP,succeeded,p2p_send
txn_63b10be932c1459c,2026-01-14T00:29:37Z,b08857c6-0f80-4c1d-a800-a0cf05ab0df8,c9f614d1-9f6d-4b9b-8775-477370c3c3b2,4.87,EUR,succeeded,p2p_send
txn_c3b3ad1c1be542bc,2026-01-11T02:27:49Z,bb8f6bd2-d35d-475c-a0e9-d9cd7f25a59f,085774a3-7df7-4d16-b066-bc0c1d614af5,10.94,EUR,succeeded,p2p_send
txn_a9197d501e274bf2,2026-01-31T13:55:01Z,8789bc93-06c3-49ec-8680-e4237343da4f,ad5a1108-ba2f-4f89-870c-91a1fcc27f57,63.62,GBP,succeeded,p2p_send
txn_b816eff1e21245f5,2026-01-19T13:14:57Z,c0d95be5-10eb-4291-a4c6-9ee9f2256217,4af3ac75-ca06-4b99-be79-77a0415dfb66,21.89,GBP,succeeded,p2p_request
txn_87ee925d6b614f35,2026-01-12T21:48:50Z,e0e8bd32-7307-4f76-b5cc-0c1e2b9ec539,44ad3077-3d1a-410e-987d-8ee5eea2bb6f,6.33,EUR,succeeded,p2p_send
txn_153e9d9acd2e4a62,2026-01-31T13:21:04Z,c23c1a82-4109-468f-b550-240ac3ac4280,3fa37442-19fb-491d-9373-a1e1b71fe8c7,9.93,USD,succeeded,p2p_request
txn_73127e5ca5994185,2026-01-20T20:52:47Z,ff2964a1-0abb-48c1-816d-1ea430c556c7,8f075b4b-0e79-4637-8f35-c0c6a2eeac47,10.54,EUR,failed,p2p_send
txn_c89e712b70c24e50,2026-01-27T03:38:18Z,b53aada7-0c54-4e31-846b-4112519b4315,785c9d59-d394-4608-b1d2-e637bffd223a,23.97,EUR,succeeded,p2p_send
txn_57a42f529a57479c,2026-01-27T08:01:11Z,11bbf942-601a-4855-9e72-d27377fed049,aff2604e-e22d-4d55-8d45-e2983fd8cc1e,16.05,EUR,succeeded,p2p_send
txn_7264ced638e2450e,2026-01-27T21:00:10Z,15aa2bc4-1bd2-48b6-a042-bd89fb7b7d22,0efd5c1d-4673-4c4e-9d8b-173f12a62915,13.54,EUR,succeeded,p2p_send
txn_0211982a3ef84d54,2026-01-22T03:50:19Z,cd68d1d7-199d-4c31-894a-14e5a40278fd,0350f53a-7c0a-4c3e-899d-5a61d1f49f9a,22.26,USD,succeeded,p2p_send
txn_1aea1987848c45f7,2026-01-20T15:16:59Z,734d3975-a8b9-4a3f-ad63-bed9b6e3b035,889a7377-9bcb-4d76-90fb-90a47e3c0927,31.76,USD,succeeded,p2p_send
txn_459196b1cebf45ff,2026-01-26T06:23:28Z,f15c347f-80f6-4fe5-b740-bb67dd0bf2f9,b5a5eb57-7e4f-4d13-86e7-f6a8f4122b82,18.28,EUR,succeeded,p2p_send
txn_44f37bd2eb8d4d0e,2026-01-27T02:50:13Z,1df99acf-87a4-46ce-ad31-9e9996492a37,69e35e81-64b3-46b3-b108-0aebb3577826,14.43,EUR,succeeded,p2p_send
txn_ea1d87479e4647e7,2026-01-09T10:59:26Z,d2e444fb-ba8d-4bee-97fe-48ac4f63adec,26ce7655-f1a1-45fc-9255-94857b954cf9,16.18,EUR,succeeded,p2p_send
txn_bbc8f222c4074b35,2026-01-09T12:38:54Z,7c2eda7b-7a89-4d7b-8027-5398c8a23ccf,c337e291-0e3b-45aa-a0d1-b62e1b032268,28.64,GBP,reversed,p2p_request
txn_9d2a294499504593,2026-01-29T21:51:53Z,1b95b292-56d4-4450-9b80-bd58ff2c6c0f,72ed615c-454e-41d1-bdf0-606af9b8eabd,22.08,GBP,succeeded,p2p_send
txn_ceb83109422a4567,2026-01-19T07:41:34Z,d8e187af-8d5d-4301-8dd0-0d52912dc155,3c0c998e-d525-48a4-97bd-568588113d6b,39.47,GBP,succeeded,p2p_send
txn_3043ebe9496248cd,2026-01-04T23:28:31Z,eb6280d7-a28a-4d63-b564-ac0706912374,05e2c5ee-6c42-4003-b070-ac2d2846d1f8,9.37,GBP,succeeded,p2p_send
txn_38369d4acb794ac1,2026-01-28T03:14:43Z,961b2d8e-96a4-45e3-b236-37634680e41d,41e31e26-0914-430a-96f2-b397de137cec,12.41,GBP,succeeded,p2p_send
txn_f2025a2dd8d54dbc,2026-01-29T03:53:40Z,49dfb098-101b-4626-b45a-8552c3698448,7b380954-8f03-4c4e-9318-b6c426a1b6e7,39.64,USD,succeeded,p2p_send
txn_c4778dd9e8d34846,2026-01-26T16:29:38Z,5f0cb0b4-018a-4ee0-9bc2-8a9cd3579ec9,3b3d729a-7288-4383-a273-f269a6127571,12.17,GBP,succeeded,p2p_send
txn_8686c99c75ce461d,2026-01-30T04:54:54Z,fd670a33-5411-4a3e-a08e-3387dde7d017,86ef1629-df2f-452f-94a6-b7327bccdb8f,62.68,EUR,succeeded,p2p_send
txn_3dd5f48a56e44142,2026-01-15T17:19:24Z,dc888e4f-c73e-468f-bd15-dfa042585c4d,9a87d700-4af6-44f1-bc68-ea47c1ede0d8,63.68,GBP,succeeded,p2p_send
txn_b6a576e8b1894a33,2026-01-14T18:16:50Z,dc888e4f-c73e-468f-bd15-dfa042585c4d,e615b019-60f2-41b2-9d9d-82e40c682994,63.07,GBP,succeeded,p2p_send
txn_80d141ae70d549ce,2026-01-28T19:39:44Z,acc71b1d-261e-4579-9b50-7a2e0ac0d531,5c154437-ac2b-44ef-aad2-efaeb1789f9b,11.47,GBP,succeeded,p2p_send
txn_471c13f1e59e47b0,2026-01-16T15:45:52Z,199278b7-3527-4532-a494-c60108fb3fbf,8ae35641-be1f-4fe7-a609-9543a3b30f3f,23.52,GBP,succeeded,p2p_send
txn_beb7003bebd24a63,2026-01-31T06:32:03Z,617efe42-3f9f-4ac1-a553-74cbba8c5f7a,a53429dc-9f2f-4b1f-88c0-4523f1082629,15.33,GBP,succeeded,p2p_send
txn_d8b989a880b949a6,2026-01-19T19:35:34Z,5daa467c-19d3-4ae1-8d7e-561a52cda3f9,9ec383b5-1304-4d46-b167-2295161cee94,44.36,EUR,succeeded,p2p_send
