event_id,event_ts,user_id,event_type,session_id,page,button_id,platform
evt_35df80cb89bd4ddb85,2026-01-13T16:13:09Z,34e15085-45db-441a-bbff-6ad09732ea62,page_view,s_531ffb49d111,/p2p/confirm,,android
evt_7c7092cb2444493086,2026-01-26T11:17:41Z,4d7686b8-f399-4b4c-b49c-0566dda3f0ab,page_view,s_baa2931e9173,/p2p/confirm,,android
evt_cf1b22d2b2cb480c99,2026-01-17T10:16:03Z,4e109458-a799-410a-8b10-8ed14387d148,page_view,s_af1cca699504,/p2p,,android
evt_f25fa19511554251b9,2026-01-11T21:27:01Z,b1e1e5cb-c9c7-463d-ace9-2bb6fc4d1059,page_view,s_133420f67a4a,/settings,,ios
evt_97a3aa99a45b4e1889,2026-01-30T18:06:52Z,8f6cf77b-d46c-4969-9904-f781a68d1166,page_view,s_9151609ccc15,/activity,,android
evt_b6c9c9988c594d31af,2026-01-07T10:56:22Z,ab0f7dad-0601-4d25-8f16-c8a64ec15930,page_view,s_61ca9a6d8a93,/wallet,,ios
evt_f266f0dd68e14eb8b2,2026-01-03T19:22:21Z,f05ef171-ece1-447c-ae21-41a6eed22d57,button_click,s_d8c108a0d4b0,,request_cta,android
evt_6d465131c4064df1b2,2026-01-24T04:15:03Z,f22edf9c-87c3-4d65-b75d-e64f9d62bba5,page_view,s_5129aee89a37,/p2p/confirm,,android
evt_f93ab1099b4a4525ac,2026-01-26T15:09:51Z,f8cd91ec-d7b4-4a55-be28-13173e9a719c,page_view,s_8297917ecd44,/p2p/send,,android
evt_7168214fd979453781,2026-01-21T22:16:40Z,af961168-4561-4f5c-bf3d-990b1dfb10d6,p2p_initiate,s_830d4612b63b,/wallet,,android
evt_fea158350d4a4344b2,2026-01-25T20:02:15Z,9416ea59-faa3-4b10-b0a0-961307b3818e,login,s_d1af11808674,,,android
evt_757e76e1a642496c89,2026-01-22T07:33:54Z,9e9e05b7-7c71-47ab-a7c9-783d0966d54c,page_view,s_45f782cbc6cb,/p2p/confirm,,android
evt_6719270b8a22440da7,2026-01-06T05:16:12Z,059aad5a-757e-483d-84ea-677d10725079,button_click,s_07cf1f677bec,,,android
evt_795309cd626d4cfabe,2026-01-08T16:57:13Z,de3926b1-2614-4d6e-9718-c2ec15507540,button_click,s_7fa0f81dd366,,send_cta,ios
evt_ce45be1a9110475aa6,2026-01-30T22:45:05Z,4fd8b9ec-8ced-4205-962b-0aaf51dd481e,page_view,s_a0503a150fcc,/wallet,,android
evt_e3c82d74baac47e797,2026-01-06T02:55:04Z,60d9660a-4047-474a-a07e-1f7f80356cb0,login,s_854bc43fe7ac,,,ios
evt_a06ed61249ce4e13bd,2026-01-31T05:29:11Z,d45b0044-9b44-4bf4-9213-0e68e87da2e2,p2p_confirm,s_f12ef51137fb,/p2p/confirm,,ios
evt_71060f2ebb0a4228a1,2026-01-28T03:51:21Z,bf7482d9-f27b-47c2-b1ec-1f805f6a8136,button_click,s_32e0cc62da52,,send_cta,ios
evt_c13e15c0aa6241d9a9,2026-01-03T00:25:15Z,7e96b36f-b319-4d4d-acc7-c9f64a9a872f,page_view,s_07a080f9c83b,/home,,ios
evt_cde12d763f3847aaa7,2026-01-01T23:27:21Z,4fdadb77-a2d6-4937-9f45-2463c4dc5895,login,s_8254b680ff0a,,,ios
evt_03dbb01073154cfbad,2026-01-06T06:14:12Z,529b4dee-116d-4dfb-a5f2-c435cbf3258e,page_view,s_628a3f711ff6,/settings,,android
evt_d4feda230d894e298e,2026-01-15T00:40:43Z,e503571e-d9a0-4349-a392-60924e115fcd,login,s_dc6f9b379d1a,,,ios
evt_3f5777eba5134315a4,2026-01-26T18:10:39Z,31f74744-3fea-4659-921c-eab34e289d83,p2p_confirm,s_9825719482a4,/activity,,ios
evt_871488e31aa94ff2ac,2026-01-26T10:51:56Z,bd3888e6-efb0-4f8d-9478-268c12239bda,p2p_initiate,s_942f3d1b5634,/home,,ios
evt_364d103fabfd4926b7,2026-01-10T04:53:52Z,8de48f51-3240-4329-9d91-5f660e6670a6,button_click,s_05ad8f43015a,,,android
evt_a934048a63c64b7ca8,2026-01-23T07:49:41Z,a486390c-ef37-4ddf-8fa7-930fbf8cc5a0,login,s_523787302f85,,,ios
evt_ea25948a0ac744d38f,2026-01-03T18:29:45Z,2a6431b9-fd24-45b9-ae74-d799160ceb0c,page_view,s_e982d77ae233,/settings,,android
evt_52bb3b4defaf412882,2026-01-31T22:07:33Z,fc31b4b9-2525-47c3-9a2c-888640ed0c14,login,s_aff0e54e0626,,,ios
evt_3bc9433c64c84a9c84,2026-01-22T17:17:43Z,ff2964a1-0abb-48c1-816d-1ea430c556c7,page_view,s_3a0bb7ae0ea5,/p2p,,ios
evt_794ed0730acc4e81b6,2026-01-05T02:15:29Z,c71c2f3f-650a-48e9-a798-ee9798c0b65e,login,s_2caaa98437c6,,,web
evt_4da2844e032c4f70b6,2026-01-22T11:34:27Z,8c5bbd60-4c48-43a1-ae34-8a7d68124047,page_view,s_b8ac15875e7d,/p2p/confirm,,ios
evt_68543e741eff48f6b5,2026-01-04T01:23:15Z,ea939769-8217-4289-92de-58a1ed5a6ed6,page_view,s_4208ab11516f,/settings,,ios
evt_9d41ad5f448e4958b1,2026-01-20T07:58:08Z,2b4cc7d1-a329-41bc-9515-eaba84b28a92,page_view,s_10cd605d784e,/p2p/confirm,,android
evt_c467142218b64ebca2,2026-01-01T03:45:59Z,8669367f-18a6-4694-9ace-cc6b9a667700,page_view,s_933dd905724b,/wallet,,ios
evt_24587b578b1647398f,2026-01-01T07:32:30Z,44ad3077-3d1a-410e-987d-8ee5eea2bb6f,page_view,s_fd1b1ee81c37,/home,,android
evt_1482e8d49837485298,2026-01-07T19:39:24Z,ecc1d32a-746e-4f38-afac-af8546724a11,page_view,s_7586dbf0ef47,/settings,,ios
evt_1534670e795f4fdbb1,2026-01-11T14:11:42Z,c7db9607-4370-4fa8-9d4d-f831b5e1f181,button_click,s_dc2977c83389,,send_cta,web
evt_ea7cddd7cacd4a2f81,2026-01-02T17:39:42Z,eee8ba7c-2bfd-4ca9-ad2f-5ed34d33cd28,page_view,s_3dd9998855ef,/home,,web
evt_1ca76ec56fb64e5486,2026-01-27T12:12:02Z,e7552e05-839d-4978-b091-e05a54e46a54,p2p_initiate,s_3598dc5de2ee,/p2p/confirm,request_cta,android
evt_45c05ab74bf94cf185,2026-01-06T10:22:30Z,e730ef2e-fc70-4c91-8af3-3700e6a54c83,login,s_3a25058e34dd,,,ios
evt_b4a1c0a0fd4441c7a5,2026-01-26T03:42:08Z,79c5c276-d5b5-4dc9-9150-f52ad3a34206,p2p_initiate,s_cac97a8d51fd,/home,,android
evt_75dac0c7b22b454c8a,2026-01-15T19:15:08Z,c76bfda5-7531-4da6-8d53-42db8127d481,login,s_588552dd8af5,,,android
evt_0f03e86cf84449c89c,2026-01-21T15:47:48Z,1e66a3a7-0161-4393-a161-a5b5f17b9826,page_view,s_b3398f8314d9,/wallet,,ios
evt_cef3d17a58a0475288,2026-01-06T10:34:31Z,6dab07f8-892c-4da1-ae93-f252d3db9ad3,page_view,s_962cb2bc6084,/wallet,,ios
evt_70194b803bba48bc95,2026-01-29T15:29:08Z,974fffec-cb57-4a57-85f0-23a7ca6f794e,p2p_initiate,s_a6154c8d5c54,/p2p/send,send_cta,android
evt_59c798d7842044f087,2026-01-04T01:17:57Z,10141292-688d-42f4-89da-69a09fd4d5a7,p2p_initiate,s_a7b23d6251e6,/activity,,android
evt_982c1b6146bf47cbb9,2026-01-15T15:10:57Z,f52fa0c9-5c75-48f5-a386-d030ca6c5829,button_click,s_4d22ff3e733f,,qr_cta,android
evt_5e7e7322dae543a1b6,2026-01-14T08:52:53Z,a212103b-fc10-432f-956e-6674230ecc56,p2p_initiate,s_2c5114f08897,/settings,send_cta,ios
evt_dfa1034d461346a99f,2026-01-07T21:21:04Z,1d167908-c2fc-43e6-8bf5-1123f738bb47,p2p_initiate,s_c67031b1de03,/p2p,,android
evt_568ce66dae9947c58f,2026-01-23T15:38:03Z,c5d030c9-b09e-4772-b7b5-c94627b1e145,p2p_initiate,s_0b3b4222e124,/p2p,send_cta,android
evt_8e3ec7fcb98747b698,2026-01-07T21:02:06Z,df5c6254-323f-40ac-b3f9-fccbb97c886d,p2p_confirm,s_eada3f221043,/wallet,cancel_cta,android
evt_98b9927baa1f400f9d,2026-01-09T17:03:35Z,f9c6cf23-98a8-46dc-8bfd-5fefcf78a542,page_view,s_5a4ee36f40cc,/settings,,android
evt_5ca11a4ad30947afa2,2026-01-22T11:42:13Z,83967bc0-515d-4cf9-aac9-625311226d10,page_view,s_162b640799c6,/settings,,ios
evt_a9fddea2906b4472a8,2026-01-01T02:46:26Z,72c5cbe4-dd81-45b0-bc53-3219a1a556e8,page_view,s_1c88cfe09c30,/settings,,ios
evt_fd42bc35213744dca6,2026-01-31T22:49:45Z,df9646d9-098b-4c61-b8d3-a7a681ac6789,page_view,s_d4ee2cf22687,/activity,,ios
evt_ba20f528ad2845adba,2026-01-21T15:31:25Z,6f8af48b-6076-43e0-9205-1e22269ae31e,button_click,s_2c82aac862ef,,,android
evt_fd97b231118a440d8a,2026-01-09T02:49:13Z,0c3f071c-b45f-45c3-98a0-7868de930adc,page_view,s_f0b2dd63278b,/p2p/confirm,,android
evt_3bcaa26e7b014af688,2026-01-10T11:32:36Z,6727acc4-ddd4-4500-be61-60974e3a4df2,page_view,s_fa066610c9ff,/activity,,ios
evt_4437dd83ffee44cb91,2026-01-21T23:46:51Z,acc71b1d-261e-4579-9b50-7a2e0ac0d531,page_view,s_444d929fee6d,/p2p/send,,android
evt_4b5a5489a9b14cb8ab,2026-01-22T19:15:15Z,78b7f7c4-f51b-4163-ad3f-f7ffa746d478,button_click,s_ed404b4db030,,,ios
evt_79f055130e204cfebf,2026-01-30T13:10:18Z,b8033664-a676-4711-b900-e65788a0137c,button_click,s_61d8abe16319,,qr_cta,web
evt_d4d2a962f3b24f5a99,2026-01-31T22:40:02Z,4b83c738-a144-4528-ab89-7d5bed3a9158,login,s_f94ac47bbf7b,,,android
evt_ed23b27f9185400b91,2026-01-21T03:32:30Z,d830b3bd-119d-4f70-bcf6-52b9b8510f6a,page_view,s_0568f0193e84,/p2p,,web
evt_c57cf7e28491460aa3,2026-01-16T13:40:22Z,16c61b95-9649-4b1b-8671-2c4b18583a77,page_view,s_7f78239e8d53,/settings,,android
evt_f308d0884d6e4c0f89,2026-01-17T16:59:23Z,be2c19d8-6b8a-4d98-b94f-c8f0a6a5fec6,page_view,s_8a6c1aa03cb0,/home,,android
evt_2bc54ad14538414aad,2026-01-31T17:49:28Z,ad5a1108-ba2f-4f89-870c-91a1fcc27f57,page_view,s_12ace67f3757,/p2p,,ios
evt_55b0034790c74a3891,2026-01-29T06:05:40Z,adcc2a2e-4693-4a96-9273-1bfdc82c6b00,page_view,s_4328afbbbb85,/p2p/confirm,,android
evt_5620b3c589b34f5b95,2026-01-11T10:28:08Z,4a7beee3-8e2a-45d0-a48e-befae4e1a3e5,page_view,s_db0c187dc86f,/wallet,,android
evt_f151774be5fe4cd2ae,2026-01-19T07:57:35Z,c88016b9-1ce3-4607-b0d2-ad91cddaa9a6,page_view,s_cc666925255e,/activity,,ios
evt_10ed8bc51a6f4b1eb9,2026-01-15T01:19:42Z,ef345272-a58a-431d-8b00-f2831efe2719,page_view,s_ff16c9a3e5ac,/activity,,android
evt_d0f198e0dd6c40928c,2026-01-15T01:27:26Z,3106bb7f-d4d5-4d22-aefb-25f46daa052b,p2p_confirm,s_6c1347a766c9,/p2p,,android
evt_23e0facb089741ebaf,2026-01-02T11:01:55Z,0d33a34e-701b-4a50-9d55-fd569153783a,button_click,s_a15cb0297a2a,,send_cta,ios
evt_df129781c1be4214a7,2026-01-21T04:20:42Z,ec6576a8-8a88-4a79-90ab-c6ff14208189,page_view,s_017ae2f8b7c0,/p2p/confirm,,android
evt_30f9c34dd21f49429a,2026-01-10T18:28:05Z,8d9b09e0-85ab-4efe-b13c-ab77a0a88096,page_view,s_ecf70c54c3a6,/wallet,,android
evt_fafbc6f5f2b1483aaf,2026-01-15T20:07:00Z,d0e6e872-e26d-4629-99db-61a2844e0ac4,button_click,s_de724a22f9dd,,request_cta,ios
evt_6483ec7810844c11b2,2026-01-25T23:39:47Z,df9646d9-098b-4c61-b8d3-a7a681ac6789,button_click,s_41613b58ce31,,,web
evt_1b56db07368b494e95,2026-01-21T03:58:04Z,25971002-47f4-4dca-842d-736b63bbede9,button_click,s_5ef7b006d1b4,,,android
evt_d248be79148849bf90,2026-01-31T19:07:20Z,7e96b36f-b319-4d4d-acc7-c9f64a9a872f,page_view,s_864797a4d486,/activity,,ios
evt_10fb039c9b8f42ddbf,2026-01-30T20:13:57Z,29b3c165-f3a5-4fe4-9ce0-ce7da2c2e7ac,page_view,s_1e1acf17b98e,/wallet,,ios
evt_91506f437ffb474cbe,2026-01-20T06:12:41Z,11a300d6-a8ba-4bd3-a4b0-36035d97d183,login,s_f26715801942,,,android
evt_b2bd4e069dbd46a0ac,2026-01-23T04:21:54Z,2c7d3b07-778e-414a-87fd-120fd5d57361,page_view,s_444a9daaef53,/p2p,,ios
evt_ed7c6706dee340ffa0,2026-01-04T20:01:30Z,2c0c652a-2365-4e90-a034-f5da73dffb60,page_view,s_dcf2cd1ac095,/home,,android
evt_c0460a81286b47a4a8,2026-01-08T11:08:48Z,0e408d76-c3ce-4e8d-abdc-fee419d0ab68,page_view,s_904a0ac2eba8,/p2p/confirm,,ios
